Sample in Buffer,Sample in Window,TRIGGER,openmips0/id0/pc_plus_4[31:0],openmips0/id0/reg1_o[31:0],openmips0/pc_reg0/new_pc[31:0],openmips0/pc_reg0/branch_target_address_i[31:0],inst[31:0],inst_addr[31:0],ram_data_i[31:0],ram_addr[31:0],ram_sel[3:0],ram_data_o[31:0],mmu_memory_version1/directUart/ext_uart_rx[7:0],mmu_memory_version1/directUart/ext_uart_tx[7:0],openmips0/pc_reg0/branch_flag_i,u_ila_0_ext_uart_busy,u_ila_0_ext_uart_ready,pause_signal,ram_we
957,957,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
958,958,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
959,959,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
960,960,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa1,80,06,0,1,0,0,1
961,961,0,800020c8,01ffffa1,00000000,00000000,afa90000,800020c8,01ffffa1,807efffc,f,00000000,80,06,0,1,0,0,0
962,962,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
963,963,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
964,964,0,800020d4,801efff4,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffffa0,80,06,1,1,0,0,1
965,965,0,800020d4,01ffffa0,00000000,800020bc,00000000,800020d4,01ffffa0,807efffc,f,00000000,80,06,1,1,0,0,0
966,966,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
967,967,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
968,968,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
969,969,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffffa0,80,06,0,1,0,0,1
970,970,0,800020c8,01ffffa0,00000000,00000000,afa90000,800020c8,01ffffa0,807efffc,f,00000000,80,06,0,1,0,0,0
971,971,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
972,972,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
973,973,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffff9f,80,06,1,1,0,0,1
974,974,0,800020d4,01ffff9f,00000000,800020bc,00000000,800020d4,01ffff9f,807efffc,f,00000000,80,06,1,1,0,0,0
975,975,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
976,976,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
977,977,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
978,978,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffff9f,80,06,0,1,0,0,1
979,979,0,800020c8,01ffff9f,00000000,00000000,afa90000,800020c8,01ffff9f,807efffc,f,00000000,80,06,0,1,0,0,0
980,980,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
981,981,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
982,982,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffff9e,80,06,1,1,0,0,1
983,983,0,800020d4,01ffff9e,00000000,800020bc,00000000,800020d4,01ffff9e,807efffc,f,00000000,80,06,1,1,0,0,0
984,984,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
985,985,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
986,986,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
987,987,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffff9e,80,06,0,1,0,0,1
988,988,0,800020c8,01ffff9e,00000000,00000000,afa90000,800020c8,01ffff9e,807efffc,f,00000000,80,06,0,1,0,0,0
989,989,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
990,990,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
991,991,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffff9d,80,06,1,1,0,0,1
992,992,0,800020d4,01ffff9d,00000000,800020bc,00000000,800020d4,01ffff9d,807efffc,f,00000000,80,06,1,1,0,0,0
993,993,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
994,994,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
995,995,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
996,996,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffff9d,80,06,0,1,0,0,1
997,997,0,800020c8,01ffff9d,00000000,00000000,afa90000,800020c8,01ffff9d,807efffc,f,00000000,80,06,0,1,0,0,0
998,998,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
999,999,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1000,1000,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffff9c,80,06,1,1,0,0,1
1001,1001,0,800020d4,01ffff9c,00000000,800020bc,00000000,800020d4,01ffff9c,807efffc,f,00000000,80,06,1,1,0,0,0
1002,1002,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1003,1003,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1004,1004,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1005,1005,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffff9c,80,06,0,1,0,0,1
1006,1006,0,800020c8,01ffff9c,00000000,00000000,afa90000,800020c8,01ffff9c,807efffc,f,00000000,80,06,0,1,0,0,0
1007,1007,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1008,1008,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1009,1009,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffff9b,80,06,1,1,0,0,1
1010,1010,0,800020d4,01ffff9b,00000000,800020bc,00000000,800020d4,01ffff9b,807efffc,f,00000000,80,06,1,1,0,0,0
1011,1011,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1012,1012,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1013,1013,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1014,1014,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffff9b,80,06,0,1,0,0,1
1015,1015,0,800020c8,01ffff9b,00000000,00000000,afa90000,800020c8,01ffff9b,807efffc,f,00000000,80,06,0,1,0,0,0
1016,1016,0,800020cc,807efffc,00000000,00000000,8fa80000,800020cc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1017,1017,0,800020d0,807efffc,00000000,00000000,1500fffa,800020d0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1018,1018,0,800020d4,801efffc,00000000,800020bc,00000000,800020d4,00000000,807efffc,f,01ffff9a,80,06,1,1,0,0,1
1019,1019,0,800020d4,01ffff9a,00000000,800020bc,00000000,800020d4,01ffff9a,807efffc,f,00000000,80,06,1,1,0,0,0
1020,1020,0,800020d8,00000000,00000000,00000000,afa80000,800020bc,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1021,1021,0,800020c0,807efffc,00000000,00000000,8fa90000,800020c0,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1022,1022,0,800020c4,807efffc,00000000,00000000,2529ffff,800020c4,00000000,00000000,f,00000000,80,06,0,1,0,0,0
1023,1023,0,800020c8,801efffc,00000000,00000000,afa90000,800020c8,00000000,807efffc,f,01ffff9a,80,06,0,1,0,0,1
